text,sentiment
"singing rain. cover ears, people",neutral
highly amused wasn`t treated nicely like patient..not fault life better yours.,positive
decided best stay tonight lady. shall pittsburgh soon!! (farewell!!!),positive
listening music!! phone died !! can`t find charger... brother need 2 stop taking mine without asking!!,negative
it!,neutral
wow.....i`ve stood might well go work.,neutral
gutted work sooo nice outside,negative
wanna good breakfast school wiggity whack!,positive
"love soup. do, do.",positive
tired tweeter,negative
_carter can`t see video it`s private,neutral
"hmm following think, declined thehodge.co.uk inclusion network",neutral
coming indianapolis !?!?,neutral
oh no... bird back,negative
car get towed? thats happened redgie`s car last time went another reason don`t like splashtown,neutral
like optimism,positive
crossing bridge....leaving ocean city i`m sad.,negative
twitter stop **** let change background image! (imagine shiny nhl ring background),negative
doesn`t want go work....,negative
",,, hey mom,,",neutral
"great show doug, fun. im sorry wont watch",neutral
city officially smell like dead fish,negative
bored mind,negative
algebra test three hours!,neutral
upset didn`t get 24 fix tonight,negative
hey 'keep clear' (robluketic live >,neutral
loving life,positive
he`s there. wasn`t today. sadness!,negative
really nervous animal right presentation next period,negative
taking willy specialist...poor dog! get ct scan co can`t walk properly atm,negative
walk & work...about 25 mins...think make worse improves indoors tho.,neutral
class really long i`m really getting hungry,negative
"pepsi throwback, taste good belly.",positive
"- haha nice, need iphone",positive
way school!,neutral
finally. deleted number phone contact,negative
_cook make sad. like canada? never watch things. move. know anyone need roommate?,negative
summer make feel ugly pretty people showin good gene **** hell!!!,neutral
"man made **** buger mmmmmmmmm taste **** delicious love food, eat feeling lol",positive
sad go work cuz it`s termineda`s last day...and little monkey`s last day,negative
congrat 4am. every day since one month.,positive
nah light killed mood got get bed,negative
"welcome...would love physically, family life doesn`t allow",neutral
gahh. freaking lip ring going death me. never cooraperates me. im jack haha;,negative
nooo real mushroom! neighbor uprooted,negative
"- oh, cool!! d. i`m going like bunchh jb show summer... broke though haha",neutral
hope young`ins enjoyed wisdom!,positive
smith/amherst mini-reunion last night fun- miss old day,neutral
working 930a-730p today. 1.5 hour lunch..8.5 hour work. overtime = good. fact i`m already dead tired = bad.,neutral
"aha length, touche",positive
**** it!! _____________,negative
dang too! it`s 4 hour drive! bad it`s daughter 1st bday party it`s hosted donnie,negative
"yay, short stack episode 20 recorded tuesday",neutral
omg little girl bgt!!!!!!!!,neutral
"haha, dork good, then?",neutral
yum! whole box cooky,positive
you. okaaaay,neutral
school. know expect? bring life it`s suprises!,neutral
sending love & respect mommy twitterverse! inspire me!!,positive
ahhhh keyboard getting worse :/ bday`s 1 day,negative
*laughs* that`s like winning,positive
"yeah, i`ve never seen that! but, guess i`ve never really needed it.",neutral
eating ice cream swensens,neutral
"beautiful blog, im able acess anymore!!",neutral
"i`ve got meet tomorrow, midday hopefully, finger crossed, it`ll sorted. head still hurting though.",neutral
layed 23 teacher city near wonder thinking going jobfield...,neutral
"could do, fact bank holiday make difference? lemme check money situation also",neutral
i`m getting followers... look ashton!,neutral
feeling rather lonely broke...oh wait...i lonely broke.,negative
"tomorrow`s mother`s day. need get **** together soon.. noor left, fun it`s nine months!",positive
thought fanta,neutral
sound like plan.....yea excited,positive
"watching rugrats anndd tweeting, course!",neutral
!!!! glad you`re alright!,positive
"good luck chan! gue kmrn bawa backpack kosong, quite helping",positive
don`t want go!!!,negative
kinda hoping time going differnt... suck !!!!!!!!!,negative
guitar lesson tomorrow. ( wake early again.,neutral
"nope, thank god, air... it`s real application, compiled code...",neutral
addictive isn`****. biz could definately better! folk slowed getting done.,neutral
hey bow yu comin baxx 2 thaa 614 miss yu hun ...614 day!!,negative
pulled muscle neck morning feel like getting sore,negative
load little job today. going playing walking themed music today brickman,neutral
"yeah, remember. *hugs*",positive
"sadly, don`t hehe",negative
loved it! guy amazing!,positive
follow dm you?,neutral
see ya,neutral
going bed. night,neutral
need leave now.. tweet laters,neutral
playing restaurant city.,neutral
baaha & healthy choice friend! (:,positive
don`t ya love free night catch dvr shows? antm come...ha ha!,positive
"last chemistry lesson school year! brighter note, birthday sandwiched two day chemistry lab!",neutral
video funny i`m signing i`ll vote you!! x,positive
going outro... peace.,neutral
seven yet?,neutral
"morning. panic. clicked link opened browser. firefox, done saved tabs??? gone! that`ll learn me...",neutral
"nice song, come ?",positive
weren`t invited?,neutral
nice action shot: miss working pole.,neutral
o`charleys? pretty good. especially free. hot waitress? think so. back work? unfortunately.,positive
know shouldn`t saying **** it..i`m **** hell,negative
youtube watching taylor today show wish !,positive
@ hurt sister much potential isnt using waste god-given talent.,neutral
never knew,neutral
cant spell,negative
finally able get flight control ipod. best game app! 123 **** chopper lol,positive
"knew that, jus givin u hard time hehe",neutral
worm either escaped died bums!,neutral
ya mine different reason,neutral
- can`t wait see them!,positive
"rock guy`s world night, make pancake next morning!",positive
love memories. it`s almost like re-reading favourite book,positive
"peace bro, thanks music, proudly representing father - happy mother`s day",positive
"3-4 week got 3 different pair strighters thinking wasn`t working, realised lowest setting",neutral
hee. love all.,positive
"don`t want lose wisdom teeth, make wise. soon without trace wisdom",negative
morning there.,neutral
playing mybrute! follow at:,neutral
work oh it`s first day monthly visitor ahhhhhh,neutral
here. going browse sa get bored.,neutral
studying like crazy hope acing exams!!!!!,positive
happy friday...not happy rain,positive
_sydney twitter? know photography. run also popular photography blog too.,positive
computer got screwed hell viruses. finished wiping drive reinstalling window xp want mac...,negative
lif`s unfair....luk wat frend...i hating,negative
computer great distraction-but sometimes exercising getting chore done instead.,neutral
hate song survey always seem make cry.,negative
morning all! something weekend leftover dominos. noiiiiice,positive
scary!,negative
food @ cheesecake factory w/ travis. lost passport btwn sd lv.,negative
okay...just eat cooky && share lol,neutral
"full, thanks food jean brought half watermelon eat freeway crash die.",positive
"awww man suck big time look way, give something look forward too, nice long ride",positive
sometimes knowledge good thing.,negative
kat stewart great job great character watched victoria,positive
"really made night. infact, made weekend! well done.",positive
eating apple... life!!! thought would like know,neutral
checked account also paid twice,neutral
awww i`m sorry kind fish have?,negative
sore tummy,negative
tired gunna go bed soon!!! first time i`ve online today!! ready mother`s day tomorow,negative
care hockey,negative
() chick wont shut stop chirping sit bloody thing.,negative
luv da movie say anything... ?,positive
rehearsal rob delucca thingy next month. nothing like learning new song last minute,neutral
haha wats about?,neutral
oh come on!!! get next week get next week full exams!,neutral
went see dentist. can`t eat im starving. really sucks. ist`s painful.,negative
think twitter doesn`t like,negative
"ahh, sunshine. deleted 404 spam email 2 day - bbq sun wonderful...",positive
oh men!!!!!!......i really can`t see face........c`mon guys!!!,neutral
love thomas.i always respect support decision.and i`ll miss you`re gonna amazing thing <3,positive
look like couple hour software update install brand-new machine... feel like window,neutral
wow r watching outsider smelly english.,negative
everyone sad touching rule. still get see them! u get!,negative
haven`t seen muffin two whole days!,negative
another song recently didn`t get much play,neutral
perez....... youtube video isn`t working,neutral
food cupboards... sent mum tesco,neutral
wanna play golf,neutral
"guess couple see ceremony valid, valid, community damned .",negative
fricken prisnor trans outside r hotel! 3/10 far,neutral
immense pleasure entertained pride & prejudice 3rd time must say find much agreeable,positive
must like song.,positive
i`ve gotten cold every time i`ve flown somewhere 6+ hr away past year. hope back pool/on bike next week.,neutral
eating dillybar dq! yuuum,positive
re-pinging _b: pathetic .... pathetic ? naw cutie,neutral
lol....heeeyyy love! much working,neutral
new picture bored.,negative
check review movie fighting - hilarious!! leave guy comment!,neutral
awwww made realize take bulletin board too! there`s many memory there.,positive
_marie hey girl i`m sorry loss. best wish,neutral
good luck 2 u baby,positive
need 4 follower get 100 followers!! fallow me!!! fallow back!! ;),neutral
"cant sleep, im sore move",negative
"alright, i`m coming get another spoon ;)",neutral
sorry response assistant job already filled. please check back soon. i`m sure last long.,negative
nice musli bars!,positive
think working eye drooping weird drug dont like ... cant wait tomorrow though,negative
"woke up. dreamed 9 new emails! sadly, dream",negative
going shawnee........i hate long drive there...i want get paper work,negative
"watching 1971 edition old grey whistle test. fanny, mama papa & isaac hayes. don`t make show like anymore",negative
"pfft, cydia apps ftw, code phone, make, reload springboard",neutral
myspace mobile free? u 2 credit... cause liers,negative
"that, totally bereft fault every way",negative
cheek bakery closed crazy williamsburg support infinite # boutique w/bad clothes one decent place 4 scone,negative
beer buzz almost gone.. world become complicated,negative
_gates also gutted...the end nigh x,negative
- lol sure love sushi. you`ve tweeted many picture it.,positive
"hello!! sound good, count me, follow you!!!",positive
seeing gf 5 day row hour day amazing-just wish location wasn`t hospital,positive
mom woke u[p mad dreaming shoe whants go river stupid,negative
could spend rest night room. least one could happy glass wine.,positive
moving today!! i`m excited!,positive
"epic writing fail, ew. going try sleep",negative
wondering.... great weekend!,positive
bad day 1 close relative died wont going florida,negative
hate yelled sworn,negative
prom`s over. denny`s katie kelly<3,neutral
"ohh, ouch",negative
5 half hour work wish something do..,negative
delayed flight san diego la vegas. delayed flight feel sooooo **** depressing!,negative
besties. there. twitpic: - besties. ..,neutral
record player decided die. friday night? sad e,negative
"went long ago. used go little kid. back ton teeth. now, many all!",neutral
please?,positive
? <---- i`m going post everywhere now.,neutral
"well, discovered can`t swim. i`m out. sorry",negative
"want can`t call cause live argentina really really love mitchel! you`re awesome, rock!?",positive
yes ma`am u pretty smile. also won`t eat chipotle me.,neutral
"i`m still disney (just trained soarin), rose same, applied apartment last night, eric lost job",negative
six final go,neutral
nah im pooped moving 2day im laying relaxing lol,neutral
"well, i`ll lemon ranch you. me, though.",neutral
phone updated she`s got camcorder phone now--mine hasn`t updated chit ain`t fair .,neutral
lol. new diet plan...ran late wrk didn`t hav chance make lunch. ate lot got hm!,neutral
_rosie name yesterday,neutral
soooooo true. don`t dare ask something like that!,neutral
useless tweet! lol jk yay!!! you`re coming tmr! long u gnna phils ?,negative
ahhh yay! i`m getting it. knockin` lot out.,positive
"bad day. t_____t gyah. car, baby-client teething miserable, forgot pack lunch, get new car.",negative
"like cookies, going love cooky lars tetens cooky is. coming see u 5/16?",positive
"nice jet ski testing! hope book going well. cheer adding me, got twitter watching gadget show",positive
"tesco nearby, go",neutral
"is! <3 hence, new forum signature!",positive
going them. another fatty like hopefully ill see i`m cali 8 days. upset me.,neutral
uncle isn`t coming,neutral
haven`t slept good long time... feel great.,positive
signed japanese 123 clark college... night class kamei-sensei... two day week kuso!,neutral
"go garden, weeding, mulching, cutting anything else find",neutral
"anytime! i`m can`t match stamina... nice, warm, comfy bed calling (screaming) name...lol night ninja!",positive
wish could too! enjoy weekend! ****,positive
"thanks hon, great yourself? happy mother day",positive
get migranes.. .. leaf either arthritis and/or gout!,negative
"real shame nice sunny outside, would nice another bbq nvm....",neutral
i`m upset fact 2010 last year,negative
"many thanks, mate",positive
oasis ribena? toughest decision everrr,negative
sorry definitely getting weekend.,negative
ugh back reno,negative
oh no....do think he`s lived lifespan?,neutral
training today.,neutral
don`t one yet hopefully i`ll ponying one soon 15' definitely hitting wall,neutral
i`m totally gonna money actually buy pair shoe time,neutral
know right...,neutral
"hope fun canada don`t worry you`ll see summer,",positive
"please nick, say happy birthday me. birthday yesterday!",neutral
ahh im love. theeee best.,positive
gave inspiration last update.,positive
"..get mom & feel horrible, must think am. that`s meant. thought it`d better brunt.",negative
don`t,neutral
it`s (mr. tonematrix) birthday today. poor guy ill home. perhaps `hi` twittersphere would good,neutral
gave great smile. nice way end day. right,positive
plan people cancelled...now do?,negative
"_davis headed conference? oh you`re book buying ban, always borrow, right?",neutral
omg that`s really good want see photos! nice day,positive
wedding couldn`t perfect,positive
pretty sure hero status... rock sock mccain.,positive
hey! it`s funny - stopped get coffee way spilt half car!,positive
it`s teddy chucking time,negative
joined think smith chip invent flavour competion entry wont recognised sweetpotatoe seasalt flavour ?,neutral
tired! goodnight twitter mother`s day happy mother`s day lov moomy <3 yayy! god bless.,negative
"pleasure really enjoy random word poetry, disappointed miss participating!",neutral
sitting nan`s bathroom dying hair x factor audition tomorrow,neutral
you`d come sick one...with inflamed vocal cord,negative
tripping tiredness nottt nice,negative
thought going see pic clean car,neutral
sitting school suck me!,negative
oh great tampa people - anybody area know someone work jain society tampa bay? none phone #`s work.,negative
thanks shir got caught commission get amazon.com gift certificate don`t take one,positive
lol...i greedy. i`m craving coldstone again.,neutral
"we`ll back sunday play @ horse, last night mex miss",negative
"typical overcast bank holiday monday, glad went beach saturday",positive
oooh harlow sweet,positive
need free can`t travel north 3rd street philly buy own.,neutral
charleston bound day,neutral
"one mo time becuz hasnt seen yet!!! shes soo **** cool, ill post 4",positive
tomorrow house shopping...,neutral
found crack baking bowl...milk spilled everywhere,negative
realized friday b/c party don`t get go racing.,neutral
even arnold couldn`t save park - providing jobs?,negative
"frak. like sunshine, like heat headache shame, today lovely otherwise.",neutral
cut hand open!!!,negative
economy thing getting u down. stay positive mostly sometimes really get me. hoping todd get work soon.,neutral
go it!!,neutral
"_carter say 'this video private.', wtf????",negative
"midnight cry.. wish person wanted, wanted right",neutral
wish,neutral
"haha,i may that,yo!",neutral
dark outside?,neutral
_smith glad zoo fun great mother day hun,positive
home w/bae & myka.. he`s meann,negative
still lot time stupid contract... 18 month change provider,negative
!! miss thomas move on. watch this!,neutral
_life hey like love icarly rocks. youtube account-->,positive
"listening dave barnes, getting really excited junior senior",positive
"_n_wilson c`mon, like superpower explanation better! lol",positive
waiting momma go chase see hell doin money. miss wamu,negative
legit. legit cruise.,neutral
rock world!!!! soooo funny!!!! <3,positive
"totally forgot dgree show et al. ensconced home, wine ready bed",negative
oh ok cool get back,neutral
quite like god save king,positive
"possibly! nyquil get tonight though doctor monday! (i hope swine, google maps)..jk",positive
kno doooo!!!!!!!!!! yall partyin,negative
breaking news: broiler burger king down. burger burger king lunch! least chicken fry there!,neutral
"woot, woot! super cool",positive
huh. i`ll try (for reason try,neutral
"watching video facebook make feel like biggest creep. guess am. also, tweet ! woohoo!",negative
bye.,neutral
oh fack u gave police thats seriouse ****,negative
15 min expresso (3 miles) beat last time 40 seconds. lower body weights. ready work!,neutral
would soooooo much geeky ultimate level! work 9 530am,positive
best italian meal ever last night! twas godly! think may get kitty cat today,positive
good morning twitter!,positive
"got prom, fun prom text",positive
working birthday isn`t bad get work ruby rail,positive
voyed mtv movie award mostly twilight slumdog,neutral
subhana allah... got scare told started anxiety,negative
paying bill playing here.,neutral
"last year right around time black parade dead! came out. awesome times, man.",positive
im failing 1 class.... algebra 2 **** **** hard!,negative
there`s nothing wrong quiet day... give time listen,positive
: can`t wait see you! week go fast enough!,positive
history project,neutral
ok peeps...i`m crazy...i twittering 2 someone idea 2 direct msg cell! blonde moment!,neutral
stinkin` adorable! want come check studio,positive
found `s spinning top instead outtamyleague mp3. pardon sir. promise i`ll buy copy cd. i`m saving,neutral
weirdest hive leg arms. heck allergic to? itch bad! dang it!,negative
need jb dread fact retail summer,negative
"ticket today. dinner mimcy work, head home. again, might get call",neutral
getting ready another makeup baseball game. played team last night & got run ruled.,neutral
"miss bri. come back queensland, ****! one sit next class. drama fun without you. come back, ****!",negative
thanks everyone praying president aquino.,positive
saying past 2 week miss playing spade drinkin chillin.. good old days.. let know baby,negative
wowzers! thanks! bang bang miss dance floor,neutral
rang irish one. drunk. must confiscate phone. hate lots.,negative
"wow, atleast u three weeks...i two month go u going away?",positive
bye bye edinburgh don`t want leave,negative
peace! good morning,positive
happy mother`s day mommy,positive
enjoy!!! good day. don`t forget twitpic ****,positive
parvo sucks. sorry pup it. lost puppy parvo many moon back. still sad it. hope he`s better soon,neutral
home last happy mother mother special thanks father bought tulip princess adult swim time (anime),positive
craziier msn!,neutral
"okay i`m 'crawl' bed ummm ummm. talk. need talk somethings, good night tweeters.",positive
can`t wait see yall friday !!!! hope meet u guys!! would make night even better,positive
"_wi_no_name nope! printer library didn`t work, ill pa monday",neutral
hey tom. plan make concert denmark year? please reply ****,positive
hate sick. make soup?,negative
fee pain lady ga ga drive insane oh dear god song head,negative
'the truth hiding eyes' paramore decode ?,neutral
nice young guy dunkin donut let go first,positive
wish,positive
like we? noboddddyyyy,neutral
homepage,neutral
awake. suprisingly. couldn`t get sleep last night gave pulled all-nighter. you?,neutral
sad cant go friend house,negative
would playing old rogue friend took account could get back,neutral
does! lol none,positive
thanks making laugh,positive
playing game watching straight people hook can`t leave another reason,neutral
"would get thousand battleground , mean don`t even know could reach number make trending tpc",neutral
"ha... totally go it. you`re journalism major, it`s perfect fit.",positive
"welcome !!! let suggest . you`ll love `em! news, algae fish died today",neutral
hahaha probably sorry. we`ve got thing around house...and go jared`s parent house,positive
7.53. 7 minute till 8. best day. i`m late class again.,negative
**** awful... could believe first... sad,negative
i`m sorry. sad.,negative
located & ordered new cooker today. feel i`ve got real bargain 80 cheaper place almost used.,positive
i`m still here! changed avatar,neutral
happened?,neutral
"sandwichesss, work",neutral
miss too. we`ll get together everything settle weeks. congrats house!,positive
talked mom. al sang song sleep now..,neutral
- **** felicia freakin cute,positive
awww wee gril britain got talent,positive
don`t know use,neutral
wish sun would shine. won`t,negative
"come lovely fan number 14 local pop chart let launch assault number 1 slot!!! www,reverbnation.com/suki ...",positive
true. think important 2 sensitive 2 relate 2 others. empathy. reminder cant judge book cover,positive
"found it, added it, it`s still blocked!",neutral
you`re miami right? don`t see hand delivery near future unfortunately,negative
need camera blower.. camera censor dirteeh..,negative
went mikey`s cousin`s wedding. mom caught bouquet.,neutral
excellent good see,positive
first trip home since diwali. couple day saddi dilli,neutral
"don`t think said true, rant mcfly, cant belive feel ashamed",negative
haha bad am.... well perhaps little less retarded . attempting knit glove winter,neutral
today best <3 eff yeah <3,positive
fruity pebbles?! what? lucky charm,neutral
nice luke quote goodluck test u dreading.,positive
"christa`s mother day card, deep build phase. - photo:",neutral
"always thought scuba diving would give entirely new perspective world, chicken it. u help?",positive
"ouch, hate favourite item clothing get ruined.",negative
_1990 kno came coz sun kept going behind cloud come back sat window floor lol,neutral
"know, sun even ive hr. tossa decided sleep side cold nose me.",neutral
facebook use myspace twitter most. hardly check facebook..,negative
happened?!,neutral
"interesting... never get etown, however.",positive
happy birthday mel. miss uk,neutral
hollie steel bless her. go dreambears <33333 hahahahaha,positive
wanna see movie 'keith' jmccartney it! look sooo good. none video store carry,neutral
seed regionals!!,neutral
"steve make fruit smoothy day & berry delicious, made mine today & berry, berry bad",negative
wishing everyone happy mother`s day. xoxo,positive
finally got money. bad go bill,negative
foot cold.....i hate foot get cold,negative
hahaha. tea grandma`s sweat. yep.,neutral
walnut high school prom becca,neutral
i`m sickk ... tomorrow disaster don`t get better.,negative
"..uuuups today mother day???....sh***....ive forgot it, work doesnt end *sigh*....thank remind",neutral
played okami 14 hour today,neutral
"srsly, nobody evr reply`s 2 me.",negative
waking somewhat. go canucks!,neutral
ahaha!! albums. stuff music beautiful! that`s love them.,positive
"it`s 4pm friday, left 6am thursday.... surely",neutral
bad day?,neutral
trouble syncing iphone work exchange email help!!!!,negative
met mother? best show ever,positive
drag hell look freakin scary watch terminator! really good.,positive
,neutral
send photo man ily favourite,positive
want go peru summer ahhhhhhh! hopefully! yesyesyes! miss there!!!,neutral
bye selena!!! bad didnt get talk u u,negative
oooh that`s clever. bow economic wisdom sensei,positive
_war_mt i`m longer blue,neutral
third driving lesson back office,neutral
new comment jowki: wish time blog often,positive
going doctor now. scared ****.,negative
_forward poor dead josh. please leave message condolence there. that`s sad.,negative
sad kid ungrateful today,negative
"started x-slimmer eight morning, it`s still going hate always want`s friggin password.",negative
went bought bigest redbull could find. going long day office,negative
"hahahaha! it`s horrible, others singing i`m sure could work. wish could afford drum set",positive
first time live got little pop taskbar saying one file corrupt needed run chkdisk,neutral
hi yes wasn`t absolutely terrible! earth hear good tune ears? lol,negative
happy mom`s day,positive
gross! haha like tiniest piece ever taste like ate whole onion eww,negative
mom nurse practitioner&spent entire life devoted field. good one deserve recognized! i`ll follow,positive
"dude, hear ya. i`ll 26 two week tomorrow. feel old.",negative
holiday - fair!!,negative
- hubby adoarble baby brother,positive
conserve water. take shower together,neutral
doesn`t know supervillians fails. saw january warfield sf. legit show sure.,negative
wish concept time right now.... adjusting well. obvs.,neutral
working! ready go.,positive
know it`s sad. back 05 auto industry didn`t understand iphones would change life,negative
also emoticon sometimes,neutral
trying get sale job...,neutral
chillin home,positive
went bed last night feeling migraine coming woke feeling worse.,negative
... you!,neutral
can`t go tonight *cait*,neutral
scared lmao.. someone pls tell me!!,negative
going sausage yum yum,positive
want work tomorrow!,negative
lmao!!! man bummed stopped braiding,negative
picked luna vet. look like she`s cry i`m kidding. lash wet tear trails. poor bebe!,negative
"raining cat dog here, mysore! thankfully, pigs/swines!",positive
"sound good. yeah, turn 21 tomorrow i`ll definitely partying.",positive
can`t buy nokia n97?!? amazon say 'cannot ship address.',negative
boo rabbit piss people know,neutral
"hey hey!! got custom designed, one kind superfresh somebody name collecting dust",neutral
checking ciege cagalawan`s s/s collection regretting see collection tonight got invites!,negative
got thinkin weird w/out dog,negative
summer finally here! graduation week!,neutral
aw again! feel better soon bb!,neutral
": hi, think u try ph? vietnam, it`s really quite delicious",positive
list 50 state park pa consideration closing. nice one too.,negative
hahaha uncle coz aunty **** left kid,neutral
oh nooooowwww youre busy me...dam see is! long known other?!?!?,negative
oh noon? don`t know make one...i get 30 min lunch,negative
1 week 1 one day go.,neutral
lol yep sure do... although must get house today !!!,neutral
adoreeeee matt nathanson!! jealous right now.,neutral
"wasn`t bf time, omw class. new kaggra,?",neutral
bed bed bed never answer text anymore? thought day sent one never heard back. sad day,negative
thanks following,positive
"sorry hear that. didn`t already much planned weekend, i`d considered going too.",negative
167 brian 167 that`s 1...6....7 follower count weep. know buzz champion,neutral
good morning happy mother day everyone,positive
"time get ready wrk! ahhhh, dnt wanna goooo!",negative
"2dives w/ ocean deep dive. 10m vis, sun, colours. dynamite fishing done it`s toll reefs.",neutral
tried sign apparently knoxville big enough city knox ever list?,neutral
_neith james doesn`t take bad pic! colossal loveliness! (wondering spelt colossal right...),positive
oh no! woke accidentally. get fall asleep? scare p2 p3 stories? jk!,negative
choir banquet could`ve ever dreamed. i`m happy! party lauren`s!!!,positive
"late sick kid home, hope feel better later tonite",negative
"omg! luv u guys, thanks keepin entertained, awake ! .... missinmydgbigtyme",positive
dull life soundtrack one favourite showss,neutral
flight home awesome trip cousin! miss sophia,neutral
medium still havnet found ipod,neutral
think tricked ankle cardio yesterday. i`m getting old.,negative
"wish feeling better...i`ve holding potential cold bay day & think winning...aches, cough",neutral
"07 !!! it`s bloody quick,, even gran could drift",neutral
_370 thought next week...i think another week ohmygod please tell another week,neutral
() oh snap! broke windshield replacing wiper blades.,negative
cavs again!! oh yea!,neutral
love you`ll ever know.,positive
"ive since 530,i hate wen cant sleep. gary takn nap mite",neutral
would totally take prom...if hadnt already gone sorry lol,negative
reached plate get another bit toast realised id eaten nice feeling,negative
jobo`s tired getting work 7,negative
sunburnt horrible,negative
renegade last day today and...well... he`s gone... didn`t catch gutted... closest came greenock kilmacolm!,neutral
"well, impression people urge buy new sofa fair, we`re tiling, man",neutral
long day work. stood home. sleeping another long day work tomorrow & happy mother day mother,positive
drinking coffee....mmmmm.....coffee,neutral
starting get sad.,negative
"friday! well, technically anyway...but really thursday me. dang work saturday morning",negative
guess make dot?,neutral
"good morning btw - public holiday uk, love dinner tonoght 2 special people.",positive
totally want white chocolate macadamia cooky mrs. field mall soooo far away. bleh think i`ll make,negative
"work, work, work. finally sick, though.",positive
horrible dream.,negative
sunny work !!!,negative
time get puter. nite all.,neutral
"mostly sick went bed, woke feeling mostly dead",negative
fb hate try & support local bookstore & never need,negative
"feel like i`m quarantined everywhere go... pinkeye, go away already!",negative
hope knew due tuesday,positive
dude sn nowadays think lost,neutral
it.,neutral
"oist 1st tym, di pa ko 18, 2nd tym, may sakit na siya... don`t blame",negative
"ooh_bell whatchu goin as? monsterpalooza`s weekend us. ink, won`t stressed contestant year! miss u x0",neutral
"city dippin iz u fun, much eye candy here...i remember miss lol",positive
**** girl i`m ya gotta let know get kit together & got flyer next weekend? down!,negative
i`m always hungry time don`t even feel like eating. normal...and throat`s sore. i`m sick,negative
amason seems think hamburger a-go-gos don`t get till october! well now....,neutral
feel like getting,negative
im quite upset really look 15 : must thought 14 something ! whatt ! thats unfair,negative
"ok, sending message asking set blog live won`t work (linked developing website)! take tip patient!",neutral
haha. pic wrong. haha. one correct.,neutral
"nooo, poor cat want cuddle... food, hard tell",negative
hahaha!! tv isn`t really thing anyway..i music girl,positive
happy birthday,positive
stuck stupid jeuno flag up. wish windy fishing,negative
_henrie haha wish coudl meet you.. stop seattle time home starbuks ;) love david!!,positive
good morning everyone,positive
"kno i`m behind time one, learned troy 't-bag' dixon died back dec. 8th 2008. rip troy.",neutral
drive daa crewww,neutral
"ok friend dye hair black scary know, ill try post pic tonight tomorrow ur verdict",negative
1 day birthday !,neutral
"nope, 'done' yet",neutral
"hi! get try new restos..so yea, fuunn let`s dinner get back!",positive
there`s like one actually know shizz! dum diggin`,negative
annoyed overwhelmed,negative
good morning world.,positive
"tgif rainy blah outside! need sun trying figure tonight, want go prov hookah bar.",neutral
_earedpages yay! can`t wait come bookstore get new book,positive
"_ladie haha, i`ve got camera lens ready!",neutral
mike bring even tho really late get 5am morning...,neutral
ohhhhh ya,neutral
awesome girl scout day dodger stadium two awesome olympic athlete joanna hayes heather bown! won!,positive
enjoying happiness special day. another day make best one life,positive
im litle oven tonight,neutral
"michelle, here. don`t u miss fox? liked interview her.",positive
probably it`s getting chilly,negative
i`m supposed ms. twitterology,neutral
internet access board mean see bad weather flying,neutral
getting ready school,neutral
happy mother`s day american mamas!,positive
suck playmate mia weekend. sad,negative
ty. long tiring day filled expensive plumber work needed calgon. hope & awesome weekend!,positive
"jonas absolutely heartwarming. now, time bed. goodnight!",positive
"thank liked joe`s clothes` ripped kevin screaming, 'who you!?!' xd",positive
"_ri_ja good morning, it`s nice see you!",positive
_eyes wish knew! curse tumblr.,positive
think limit 140 letter really fair. 300 + would better,negative
"lol. thanks, penny. i`m trying believe you.",positive
p.s. sorry ur uncle,negative
slammed spam follower today. me? attract. get life people.,negative
mother world : happy mother day,positive
_morgan_ 1? r2 love want share wish i`d made them-,positive
ok... maybe angry... little sense,neutral
"excited see 'up' logan`s birthday 2 weeks. sad wont party bc doesn`t know kids, tho.",neutral
_whitex gratz tix. sux u poor tho trying get pj harvey tix debating $$s,negative
_rothlisberger that`s **** awesome! *bookmark*,positive
"excellent, never know, lmao.",positive
added collection. much punk **** ask back.,negative
want chat im day.,positive
one day hug come *fingers still crossed*,positive
went bought nail polish ellen,neutral
follow me!,neutral
"trip stockholm got cancelled make i`m planning shopping tomorrow, nothing make girl happy like shopping",neutral
way home tonight saw newspaper headline `susan boyle quits....` surely true,neutral
something 2 get attention 2 get sexify love played what? worked last time! $ 2 bribe,neutral
_dayne omg!!! yr like goddess me. prove yr love & love lead u back 2 fav old skool track x,positive
love chocolate. must pm,positive
"heh, aye. investigated properly first asking seem like it`s obvious thing though.",negative
waiting jonas come,neutral
straightener`s another 110 pound though. seems pricey,negative
"god, hate scary movies. all. i`m wimpy.",negative
no. professional all.,negative
"well, print cy_k cymk",neutral
everything count drinking?,neutral
ultimate shirt folding tool ( saw using one big bang theory`s episode,positive
"_0981 lol going homework, kind got distracted... again... goodnight!",positive
must were-wookiee,neutral
son ****!!!! arggghhhhhhhhhhh it.,negative
darline!!* miss,negative
ty feeding nk addiction..ermm mean uhh nope yup addiction cover,positive
cant wait home snuggle puppies! fiance,positive
sad i`m little sad last day school? ready done it...but saying goodbye hard.,negative
i`m bunged up!! hate colds!!,positive
", decaf? tea late never coffee- id fly around room. justin timberlake hosted. funny sketch w/ samberg",positive
wanna sunshineeeeeee,neutral
loving ...i always let negative people life,neutral
making twitter account,neutral
uh.... mean?,neutral
"btw, happy star war day... may fourth you! roflmao...yes, know i`m total dork.",positive
": mail server rejected simple, plain reply potential spam/virus threat. good",negative
